PID Coeff:
20000;50;4500;
Measurement:
22;1
22;1
22;1
22;1
22;1
22;1
22;1
22;1
22;1
22;1
22;1
22;1
22;1
22;1
22;1
22;1
21;1
21;1
21;1
21;1
21;1
21;1
21;1
21;1
21;1
20;1
20;1
20;1
20;1
20;1
20;1
20;1
19;1
19;1
19;1
19;1
19;1
19;1
19;1
19;1
19;1
19;1
18;1
18;1
18;1
18;1
18;1
18;1
18;1
18;1
18;1
17;1
17;1
17;1
17;1
17;1
17;1
17;1
17;1
17;1
17;1
16;1
16;1
16;1
16;1
16;1
16;1
16;1
16;1
16;1
16;1
16;1
16;1
15;1
15;1
15;1
15;1
15;1
15;1
15;1
15;1
15;1
15;1
15;1
14;1
14;1
14;1
14;1
14;1
14;1
14;1
14;1
14;1
14;1
14;1
14;1
14;1
14;1
14;1
14;1
14;1
13;1
13;1
13;1
13;1
13;1
13;1
13;1
13;1
13;1
13;1
13;1
13;1
13;1
13;1
12;1
12;1
12;1
12;1
12;1
12;1
12;1
12;1
12;1
12;1
12;1
12;1
12;1
12;1
12;1
12;1
11;1
11;1
11;1
11;1
11;1
11;1
11;1
11;1
11;1
11;1
11;1
11;1
11;1
11;1
11;1
11;1
11;1
11;1
11;1
10;1
10;1
10;1
10;1
10;1
10;1
10;1
10;1
10;1
10;1
10;1
10;1
10;1
10;1
10;1
10;1
10;1
10;1
10;1
9;1
9;1
9;1
9;1
9;1
9;1
9;1
9;1
9;1
9;1
9;1
9;1
9;1
9;1
9;1
9;1
9;1
9;1
9;1
9;1
9;1
8;1
8;1
8;1
8;1
8;1
8;1
8;1
8;1
8;1
8;1
8;1
8;1
8;1
8;1
8;1
8;1
8;1
8;1
8;1
8;1
8;1
8;1
8;1
7;1
7;1
7;1
7;1
7;1
7;1
7;1
7;1
7;1
7;1
7;1
7;1
7;1
7;1
7;1
7;1
7;1
7;1
7;1
7;1
7;1
7;1
7;1
7;1
7;1
7;1
6;1
6;1
6;1
6;1
6;1
6;1
6;1
6;1
6;1
6;1
6;1
6;1
6;1
6;1
6;1
6;1
6;1
6;1
6;1
6;1
6;1
6;1
6;1
6;1
6;1
6;1
5;1
5;1
5;1
5;1
5;1
5;1
5;1
5;1
5;1
5;1
5;1
5;1
5;1
5;1
5;1
5;1
5;1
5;1
5;1
5;1
5;1
5;1
5;1
5;1
5;1
5;1
5;1
5;1
5;1
5;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
4;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;1
3;90
3;90
3;90
3;90
3;90
3;90
3;90
3;90
4;90
4;90
4;90
4;90
4;90
4;90
4;90
5;90
5;90
5;90
5;90
5;90
6;90
6;90
7;90
7;90
7;90
8;90
8;90
8;90
8;90
9;90
9;90
10;90
10;90
10;90
11;90
11;90
12;90
12;90
13;90
13;90
13;90
14;90
14;90
14;90
14;90
14;90
15;90
15;90
16;90
16;90
17;90
17;90
17;90
18;90
18;90
19;90
19;90
20;90
20;90
20;90
20;90
20;90
21;90
21;90
22;90
22;90
22;90
23;90
23;90
24;90
24;90
25;90
25;90
25;90
26;90
26;90
27;90
27;90
27;90
27;90
27;90
28;90
28;90
29;90
29;90
29;90
30;90
30;90
31;90
31;90
31;90
32;90
32;90
32;90
32;90
33;90
33;90
33;90
34;90
34;90
35;90
35;90
36;90
36;90
36;90
37;90
37;90
37;90
37;90
38;90
38;90
38;90
39;90
39;90
40;90
40;90
40;90
40;90
40;90
41;90
41;90
42;90
42;90
42;90
43;90
43;90
43;90
43;90
43;90
44;90
44;90
45;90
45;90
45;90
45;90
45;90
46;90
46;90
47;90
47;90
47;90
48;90
48;90
48;90
48;90
48;90
49;90
49;90
49;90
49;90
50;90
50;90
50;90
51;90
51;90
51;90
51;90
51;90
52;90
52;90
53;90
53;90
53;90
53;90
53;90
54;90
54;90
54;90
54;90
54;90
55;90
55;90
56;90
56;90
56;90
56;90
56;90
57;90
57;90
57;90
57;90
57;90
58;90
58;90
58;90
58;90
58;90
59;90
59;90
59;90
59;90
59;90
60;90
60;90
60;90
60;90
61;90
61;90
61;90
61;90
61;90
62;90
62;90
62;90
62;90
62;90
63;90
63;90
63;90
63;90
63;90
64;90
64;90
64;90
64;90
64;90
65;90
65;90
65;90
65;90
65;90
66;90
66;90
66;90
66;90
66;90
67;90
67;90
67;90
67;90
67;90
67;90
67;90
68;90
68;90
68;90
68;90
68;90
69;90
69;90
69;90
69;90
69;90
70;90
70;90
70;90
70;90
70;90
70;90
70;90
71;90
71;90
71;90
71;90
71;90
72;90
72;90
72;90
72;90
72;90
72;90
72;90
73;90
73;90
73;90
73;90
73;90
74;90
74;90
74;90
74;90
74;90
75;90
75;90
75;90
75;90
75;90
75;90
75;90
75;90
76;90
76;90
76;90
76;90
76;90
76;90
76;90
77;90
77;90
77;90
77;90
77;90
77;90
77;90
77;90
78;90
78;90
78;90
78;90
78;90
78;90
78;90
79;90
79;90
79;90
79;90
79;90
79;90
79;90
79;90
80;90
80;90
80;90
80;90
80;90
80;90
80;90
81;90
81;90
81;90
81;90
81;90
81;90
81;90
81;90
82;90
82;90
82;90
82;90
82;90
82;90
82;90
83;90
83;90
83;90
83;90
83;90
83;90
83;90
83;90
83;90
83;90
84;90
84;90
84;90
84;90
84;90
84;90
84;90
84;90
85;90
85;90
85;90
85;90
85;90
85;90
85;90
86;90
86;90
86;90
86;90
86;90
86;90
86;90
86;90
86;90
86;90
87;90
87;90
87;90
87;90
87;90
87;90
87;90
87;90
87;90
87;90
88;90
88;90
88;90
88;90
88;90
88;90
88;90
88;90
88;90
88;90
89;90
89;90
89;90
89;90
89;90
89;90
89;90
89;90
89;90
89;90
90;90
90;90
90;90
90;90
90;90
90;90
90;90
90;90
90;90
90;90
90;90
91;90
91;90
91;90
91;90
91;90
91;90
91;90
91;90
91;90
91;90
91;90
91;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
93;90
93;90
93;90
93;90
93;90
93;90
93;90
93;90
93;90
93;90
93;90
93;90
93;90
93;90
93;90
93;90
93;90
93;90
93;90
93;90
93;90
93;90
93;90
93;90
93;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
92;90
